City,State,Country,lat,lng
Görlitz,Saxony,Germany,51.1528,14.9872
Uki,Kumamoto,Japan,32.645,130.6864
Frankfurt (Oder),Brandenburg,Germany,52.3419,14.5517
Richards Bay,KwaZulu-Natal,South Africa,-28.7694,32.0594
K?dzierzyn-Ko?le,Opolskie,Poland,50.35,18.2
Sankt Augustin,North Rhine-Westphalia,Germany,50.77,7.1867
Barw?ni,Madhya Pradesh,India,22.03,74.9
Sendhwa,Madhya Pradesh,India,21.6847,75.0953
Eldorado,Misiones,Argentina,-26.4,-54.6333
M’diq,Tanger-Tétouan-Al Hoceïma,Morocco,35.6858,-5.3253
Stolberg,North Rhine-Westphalia,Germany,50.7667,6.2333
Coruripe,Alagoas,Brazil,-10.1258,-36.1758
Riosucio,Chocó,Colombia,7.4406,-77.1189
Sattenapalle,Andhra Pradesh,India,16.3962,80.1497
Bobbili,Andhra Pradesh,India,18.5667,83.3667
Ipele,Ondo,Nigeria,7.1333,5.6667
Irpin,Kyivska Oblast,Ukraine,50.5167,30.25
Krymsk,Krasnodarskiy Kray,Russia,44.9233,37.9806
Parker,Colorado,United States,39.5084,-104.7753
Andradina,São Paulo,Brazil,-20.8958,-51.3789
Kudamatsu,Yamaguchi,Japan,34.0167,131.8667
St. Peters,Missouri,United States,38.7825,-90.6061
Huaixiangcun,Guangdong,China,22.4817,111.0542
Mora,Heredia,Costa Rica,10.0088,-84.0216
Nova Esperança,Uíge,Angola,-6.7333,15.9
Azzaba,Skikda,Algeria,36.7333,7.1
Nas?rab?d,R?jasth?n,India,26.3,74.73
Bulungu,Kwilu,Congo (Kinshasa),-4.55,18.6
Weymouth,Massachusetts,United States,42.1981,-70.9466
Foligno,Umbria,Italy,42.95,12.7
G?dalur,Tamil N?du,India,11.5014,76.4916
Shicun,Hebei,China,38.5383,116.1096
Sarapiquí,Heredia,Costa Rica,10.4853,-83.9362
Talagante,Región Metropolitana,Chile,-33.6667,-70.8667
Vrind?van,Uttar Pradesh,India,27.58,77.7
Paços de Ferreira,Porto,Portugal,41.2667,-8.4
Eschweiler,North Rhine-Westphalia,Germany,50.8167,6.2833
Bor?jen,Chah?r Ma??l va Bakht??r?,Iran,31.9678,51.2894
Kan’onjich?,Kagawa,Japan,34.1272,133.6614
Guáimaro,Camagüey,Cuba,21.0589,-77.3478
Rîbni?a,Stînga Nistrului,Moldova,47.7667,29
Lunglei,Mizoram,India,22.88,92.73
Moramanga,Toamasina,Madagascar,-18.9469,48.2303
Maricopa,Arizona,United States,33.0408,-112.0011
Raxaul,Bih?r,India,26.9833,84.85
Dehdasht,Kohg?l?yeh va Bowyer A?mad,Iran,30.795,50.5644
Alvarado,Veracruz,Mexico,18.7811,-95.7572
Manfredonia,Puglia,Italy,41.6333,15.9167
General Pico,La Pampa,Argentina,-35.6667,-63.7333
Langenhagen,Lower Saxony,Germany,52.4394,9.74
Semara,Laâyoune-Sakia El Hamra,Morocco,26.7394,-11.6703
Lian,Batangas,Philippines,14.0333,120.65
Bura,Gedo,Somalia,3.1722,42.1411
Neryungri,Sakha (Yakutiya),Russia,56.6833,124.6667
Moreno,Pernambuco,Brazil,-8.1186,-35.0922
Chini,Guangdong,China,23.3916,113.0755
Tiwi,Albay,Philippines,13.4585,123.6805
Tama,Okayama,Japan,34.4886,133.9486
Oosterhout,Noord-Brabant,Netherlands,51.6431,4.8569
Puerto Boyacá,Boyacá,Colombia,6,-74.4167
Cuemba,Bié,Angola,-12.15,18.0833
Ramon,Isabela,Philippines,16.7833,121.5333
Gang?r?mpur,West Bengal,India,25.4,88.52
San Pedro Sacatepéquez,Guatemala,Guatemala,14.6862,-90.6423
Poblacion,Cebu,Philippines,10.4667,123.9667
Den Helder,Noord-Holland,Netherlands,52.9333,4.75
Paombong,Bulacan,Philippines,14.8311,120.7892
Bagheria,Sicilia,Italy,38.0833,13.5
Talegaon D?bh?de,Mah?r?shtra,India,18.72,73.68
Verviers,Wallonia,Belgium,50.5833,5.85
Kharar,Punjab,India,30.74,76.65
Lagonoy,Camarines Sur,Philippines,13.7353,123.5208
Acambay,México,Mexico,19.9539,-99.8431
Alcobaça,Leiria,Portugal,39.5528,-8.9778
Nedumang?d,Kerala,India,8.6033,77.0028
Waiblingen,Baden-Württemberg,Germany,48.8303,9.3169
Ixtahuacán,Huehuetenango,Guatemala,15.4167,-91.7667
Jacundá,Pará,Brazil,-4.4508,-49.1158
Linares,Andalusia,Spain,38.0833,-3.6333
Basey,Samar,Philippines,11.2817,125.0683
Murakami,Niigata,Japan,38.224,139.48
Lenexa,Kansas,United States,38.9609,-94.8018
Cuneo,Piedmont,Italy,44.3833,7.55
Colomba,Quetzaltenango,Guatemala,14.7167,-91.7333
Tilakpur,,Nepal,28.5278,81.1189
Tivoli,Lazio,Italy,41.9667,12.8
Athiémé,Mono,Benin,6.5833,1.6667
Highland,California,United States,34.1113,-117.165
K?ndi,West Bengal,India,23.9595,88.0402
Viseu,Pará,Brazil,-1.1969,-46.14
Anjangaon,Mah?r?shtra,India,21.15,77.28
Ar Riqqah,Al A?mad?,Kuwait,29.1489,48.1057
Pangantocan,Bukidnon,Philippines,7.8331,124.8294
Taquaritinga,São Paulo,Brazil,-21.4058,-48.505
Mengla,Yunnan,China,21.4866,101.5639
Salgueiro,Pernambuco,Brazil,-8.0669,-39.1222
Cui’erzhuang,Hebei,China,38.2897,116.5472
Placer,Masbate,Philippines,11.8689,123.9167
Diglipur,Andaman and Nicobar Islands,India,13.2667,93
N?gata,Fukuoka,Japan,33.7417,130.7322
Opava,Moravskoslezský Kraj,Czechia,49.9381,17.9044
Libungan,Cotabato,Philippines,7.25,124.5167
Kh?sh,S?st?n va Bal?chest?n,Iran,28.2211,61.2158
Ajodhya,Uttar Pradesh,India,26.8036,82.2006
Manicoré,Amazonas,Brazil,-5.8089,-61.3
T?yb?d,Khor?s?n-e Ra?av?,Iran,34.74,60.7756
Trani,Puglia,Italy,41.2667,16.4167
Kengri,Karn?taka,India,12.9122,77.4827
Hohoe,Volta,Ghana,7.149,0.4746
Bianyang,Guizhou,China,25.6194,106.535
Bartolomé Masó,Granma,Cuba,20.1686,-76.9428
Tomé-Açu,Pará,Brazil,-2.4189,-48.1519
Mount Prospect,Illinois,United States,42.0641,-87.9375
Lake Havasu City,Arizona,United States,34.5006,-114.3113
Hassa,Hatay,Turkey,36.7994,36.5178
Magsaysay,Davao del Sur,Philippines,6.7667,125.1833
K?t-e ‘Abdoll?h,Kh?zest?n,Iran,31.2414,48.6525
Registro,São Paulo,Brazil,-24.4878,-47.8439
Belampalli,Andhra Pradesh,India,19.0756,79.4881
Amealco,Querétaro,Mexico,20.1881,-100.1439
Amarante,Porto,Portugal,41.2667,-8.0667
Shali,Chechnya,Russia,43.15,45.9
Ropar,Punjab,India,30.9664,76.5331
Periya Sem?r,Tamil N?du,India,11.37,77.6908
Winneba,Central,Ghana,5.35,-0.625
Araci,Bahia,Brazil,-11.3328,-38.9669
Mota,?mara,Ethiopia,11.0833,37.8667
Gulariy?,,Nepal,28.2056,81.3472
Monte Alegre,Pará,Brazil,-2.0078,-54.0689
Oke-Mesi,Ekiti,Nigeria,7.8167,4.9167
Pithor?garh,Uttar?khand,India,29.58,80.22
Zgierz,?ódzkie,Poland,51.85,19.4167
Pila,Laguna,Philippines,14.2333,121.3667
Blainville,Quebec,Canada,45.67,-73.88
Tursunzoda,Nohiyahoi Tobei Jumhurí,Tajikistan,38.5108,68.2303
Takizawa,Iwate,Japan,39.7347,141.0771
Finote Selam,?mara,Ethiopia,10.7,37.2667
Limoeiro do Norte,Ceará,Brazil,-5.1458,-38.0978
Xinqing,Heilongjiang,China,48.2363,129.5059
Biha?,"Bosnia and Herzegovina, Federation of",Bosnia and Herzegovina,44.8167,15.8667
Fréjus,Provence-Alpes-Côte d’Azur,France,43.433,6.737
Sarikei,Sarawak,Malaysia,2.1256,111.5219
San Andrés Villa Seca,Retalhuleu,Guatemala,14.5667,-91.5833
Diffun,Quirino,Philippines,16.5936,121.5025
Irati,Paraná,Brazil,-25.4669,-50.6508
Urbiztondo,Pangasinan,Philippines,15.8227,120.3295
Xánthi,Anatolikí Makedonía kai Thráki,Greece,41.1333,24.8833
Zarr?n Shahr,E?fah?n,Iran,32.3897,51.3767
Antratsyt,Luhanska Oblast,Ukraine,48.1167,39.0833
Kh?n Shaykh?n,Idlib,Syria,35.4389,36.6511
Longmen,Shaanxi,China,35.6119,110.5746
Acul du Nord,Nord,Haiti,19.6833,-72.3167
Lozova,Kharkivska Oblast,Ukraine,48.8892,36.3161
Bisceglie,Puglia,Italy,41.2431,16.5053
Quezaltepeque,La Libertad,El Salvador,13.8333,-89.2667
General Tinio,Nueva Ecija,Philippines,15.35,121.05
Nyenga,Buikwe,Uganda,0.38,33.15
Intibucá,Intibucá,Honduras,14.3167,-88.1667
Rangewala,Punjab,Pakistan,30.8222,74.2611
Nawucun,Guangdong,China,22.0039,110.5874
Yongqing,Gansu,China,34.7522,106.1312
Viramg?m,Gujar?t,India,23.12,72.03
Frýdek-Místek,Moravskoslezský Kraj,Czechia,49.6856,18.3506
Union,New York,United States,42.1258,-76.0329
Ambilobe,Antsiranana,Madagascar,-13.2,49.05
Siliancun,Guangdong,China,22.7155,111.3163
Tinley Park,Illinois,United States,41.567,-87.8049
Bambang,Nueva Vizcaya,Philippines,16.3872,121.1075
Tsévié,Maritime,Togo,6.4333,1.2167
Boituva,São Paulo,Brazil,-23.2833,-47.6722
Baden-Baden,Baden-Württemberg,Germany,48.7628,8.2408
Portimão,Faro,Portugal,37.1369,-8.5383
Lingen,Lower Saxony,Germany,52.5231,7.3231
Wangguanzhuang,Hebei,China,37.0183,115.5773
Volzhsk,Mariy-El,Russia,55.8703,48.3561
Hoogeveen,Drenthe,Netherlands,52.7333,6.4833
Changling,Jilin,China,44.27,123.99
Hidaka,Saitama,Japan,35.9078,139.3391
Toki,Gifu,Japan,35.4192,137.1832
Madhupur,Jh?rkhand,India,24.26,86.65
Catu,Bahia,Brazil,-12.3497,-38.3831
Parsippany-Troy Hills,New Jersey,United States,40.8601,-74.4237
Xiva,Xorazm,Uzbekistan,41.3833,60.3667
Narbonne,Occitanie,France,43.1836,3.0042
Batac,Ilocos Norte,Philippines,18.0554,120.5649
Hashtgerd,Alborz,Iran,35.9619,50.68
Jaru,Rondônia,Brazil,-10.4389,-62.4664
Gus’-Khrustal’nyy,Vladimirskaya Oblast’,Russia,55.6167,40.6833
Asad?b?d,Hamad?n,Iran,34.7825,48.1186
Tucano,Bahia,Brazil,-10.9628,-38.7869
Xihu,Changhua,Taiwan,23.9594,120.48
Atchampeta,Andhra Pradesh,India,15.5412,78.9503
Umm Ruwaba,North Kordofan,Sudan,12.9046,31.2079
Rengo,Libertador General Bernardo O’Higgins,Chile,-34.4167,-70.8667
La Roche-sur-Yon,Pays de la Loire,France,46.6705,-1.426
Ovar,Aveiro,Portugal,40.8667,-8.6333
T?yserk?n,Hamad?n,Iran,34.5481,48.4469
DeSoto,Texas,United States,32.5992,-96.8633
Martin,Žilina,Slovakia,49.065,18.9219
Apatity,Murmanskaya Oblast’,Russia,67.5667,33.4
Azul,Buenos Aires,Argentina,-36.7833,-59.85
Tauá,Ceará,Brazil,-6.0028,-40.2928
Bhong?r,Andhra Pradesh,India,17.51,78.89
Mulanay,Quezon,Philippines,13.5222,122.4042
Zile,Tokat,Turkey,40.3,35.8833
Asturias,Cebu,Philippines,10.5679,123.7172
Narutoch?-mitsuishi,Tokushima,Japan,34.1667,134.6167
San Agustín Acasaguastlán,El Progreso,Guatemala,14.95,-89.9667
Sacapulas,Quiché,Guatemala,15.2892,-91.0892
Mercedes,Camarines Norte,Philippines,14.1093,123.0109
Limoeiro,Pernambuco,Brazil,-7.875,-35.45
Monte Mor,São Paulo,Brazil,-22.9467,-47.315
Chicopee,Massachusetts,United States,42.1764,-72.5719
Canterbury,Kent,United Kingdom,51.28,1.08
N?makkal,Tamil N?du,India,11.2167,78.1667
Corby,Northamptonshire,United Kingdom,52.4877,-0.7013
Gh?t?l,West Bengal,India,22.67,87.72
El Banco,Magdalena,Colombia,8.9983,-73.9747
Kuala Kapuas,Kalimantan Tengah,Indonesia,-3.0013,114.3916
Manapla,Negros Occidental,Philippines,10.958,123.123
Buthidaung,Rakhine State,Myanmar,20.8667,92.5333
Pulheim,North Rhine-Westphalia,Germany,51,6.8
Belén de Escobar,Buenos Aires,Argentina,-34.3333,-58.8167
Madison,Alabama,United States,34.7114,-86.7626
Harpanahalli,Karn?taka,India,14.7877,75.9886
Schweinfurt,Bavaria,Germany,50.05,10.2333
Horizonte,Ceará,Brazil,-4.0989,-38.4958
Khorramdarreh,Zanj?n,Iran,36.2072,49.1992
Villarrica,Araucanía,Chile,-39.2667,-72.2167
Porirua,Wellington,New Zealand,-41.1333,174.85
West Haven,Connecticut,United States,41.2739,-72.9672
Jaguaquara,Bahia,Brazil,-13.5308,-39.9708
San Remo,Liguria,Italy,43.8175,7.775
M?ngrol,Gujar?t,India,21.12,70.12
Porto Alexandre,Namibe,Angola,-15.8,11.85
Tonek?bon,M?zandar?n,Iran,36.8164,50.8739
Hyères,Provence-Alpes-Côte d’Azur,France,43.1199,6.1316
Yamasá,Higuamo,Dominican Republic,18.7667,-70.0167
Smyrna,Georgia,United States,33.8633,-84.5168
Rolim de Moura,Rondônia,Brazil,-11.7254,-61.7778
Aurora,Ontario,Canada,44,-79.4667
Bitonto,Puglia,Italy,41.1167,16.6833
Ottapp?lam,Kerala,India,10.77,76.38
Wylie,Texas,United States,33.0362,-96.5161
Barbalha,Ceará,Brazil,-7.305,-39.3019
Taliwang,Nusa Tenggara Barat,Indonesia,-8.7336,116.8667
Pallíni,Attikí,Greece,38,23.8833
Challakere,Karn?taka,India,14.312,76.651
Vannes,Bretagne,France,47.6559,-2.7603
Pol?r,Tamil N?du,India,12.5,79.13
Putt?r,Andhra Pradesh,India,13.45,79.55
Diamond Bar,California,United States,33.9992,-117.8161
Songlindian,Hebei,China,39.41,115.9235
San Isidro,Nueva Ecija,Philippines,15.3097,120.9069
Chonthrhu,Him?chal Pradesh,India,32.4865,75.9941
Hattingen,North Rhine-Westphalia,Germany,51.3992,7.1858
Bad Homburg,Hesse,Germany,50.2167,8.6
Pombal,Leiria,Portugal,39.9161,-8.6281
Christchurch,Dorset,United Kingdom,50.73,-1.78
Hervey Bay,Queensland,Australia,-25.29,152.84
Isl?mpur,West Bengal,India,26.27,88.2
Modica,Sicilia,Italy,36.8672,14.7614
Apple Valley,Minnesota,United States,44.7457,-93.2004
Dompu,Nusa Tenggara Barat,Indonesia,-8.5364,118.4633
Agbangnizoun,Zou,Benin,7.0667,1.9667
Chino,Nagano,Japan,35.9955,138.1588
Pungan?ru,Andhra Pradesh,India,13.3667,78.5833
Bávaro,Yuma,Dominican Republic,18.7167,-68.45
Juruti,Pará,Brazil,-2.1519,-56.0919
Eqb?l?yeh,Qazv?n,Iran,36.2314,49.9258
Ac?payam,Denizli,Turkey,37.425,29.3539
N?ndod,Gujar?t,India,21.8706,73.5028
Konan,Shiga,Japan,35,136.0833
Santa Cruz,Guanacaste,Costa Rica,10.2358,-85.6408
Carigara,Leyte,Philippines,11.3,124.6833
Funato,Wakayama,Japan,34.25,135.3167
Zhushan,Nantou,Taiwan,23.6889,120.7289
Ucuma,Huambo,Angola,-12.85,15.0667
Santa Isabel,São Paulo,Brazil,-23.3158,-46.2208
Dikwella South,Southern,Sri Lanka,5.9667,80.6833
Oxchuc,Chiapas,Mexico,16.7833,-92.2833
?j?k-tong,P’y?ngbuk,North Korea,40.2167,124.5333
Khurai,Madhya Pradesh,India,24.0437,78.3301
Ensenada,Buenos Aires,Argentina,-34.8644,-57.9103
Keighley,Bradford,United Kingdom,53.867,-1.911
Estancia,Iloilo,Philippines,11.45,123.15
Bilis Qooqaani,Jubbada Hoose,Somalia,0.2822,41.7144
Huaishu,Hebei,China,38.0828,115.0591
Cajicá,Cundinamarca,Colombia,4.9167,-74.0333
Viçosa do Ceará,Ceará,Brazil,-3.5619,-41.0919
Pontevedra,Negros Occidental,Philippines,10.3667,122.8833
Pôrto Ferreira,São Paulo,Brazil,-21.8539,-47.4789
Indaial,Santa Catarina,Brazil,-26.8978,-49.2319
Alenquer,Pará,Brazil,-1.9419,-54.7378
Sara,Iloilo,Philippines,11.25,123.0167
Pinto,Madrid,Spain,40.25,-3.7
Barreirinhas,Maranhão,Brazil,-2.7469,-42.8258
Liushi,Hebei,China,38.5445,115.746
Báguanos,Holguín,Cuba,20.7631,-76.0297
Bradenton,Florida,United States,27.4901,-82.5757
Minamiuonuma,Niigata,Japan,37.0655,138.8761
Brookhaven,Georgia,United States,33.8743,-84.3314
Sakurai,Nara,Japan,34.5167,135.85
Santa Cruz,Marinduque,Philippines,13.4833,122.0333
Luquembo,Malanje,Angola,-10.7333,17.8833
Wayne,New Jersey,United States,40.9481,-74.2453
K?saragod,Kerala,India,12.5,75
Sohna,Hary?na,India,28.25,77.07
Mali,Yunnan,China,23.1277,104.7029
Hacienda Heights,California,United States,33.997,-117.9727
Sarpsborg,Viken,Norway,59.2858,11.1119
Barranqueras,Chaco,Argentina,-27.4833,-58.9333
Annaka,Gunma,Japan,36.3263,138.8871
Kampen,Overijssel,Netherlands,52.55,5.9167
Cholet,Pays de la Loire,France,47.06,-0.8783
Manhattan,Kansas,United States,39.1886,-96.6048
Xielu,Hebei,China,37.0359,115.6922
Tiruvalla,Kerala,India,9.3856,76.5756
Taquara,Rio Grande do Sul,Brazil,-29.6508,-50.7808
Terneuzen,Zeeland,Netherlands,51.3333,3.8333
Dandarah,Qin?,Egypt,26.1681,32.6561
Chota,Cajamarca,Peru,-6.5614,-78.6486
Tigard,Oregon,United States,45.4237,-122.7845
Monte Santo,Bahia,Brazil,-10.4378,-39.3328
Saruhanl?,Manisa,Turkey,38.7342,27.5658
Sam?na,Punjab,India,30.15,76.19
Jinchang,Shanxi,China,38.4858,112.9643
Masinloc,Zambales,Philippines,15.5333,119.95
Teramo,Abruzzo,Italy,42.6589,13.7039
San Manuel,Pangasinan,Philippines,16.0656,120.6667
Ostro??ka,Mazowieckie,Poland,53.0667,21.5667
Bad Salzuflen,North Rhine-Westphalia,Germany,52.0833,8.7467
S?gar,Karn?taka,India,14.1667,75.0333
Antanifotsy,Antananarivo,Madagascar,-19.68,47.33
R?huri,Mah?r?shtra,India,19.38,74.65
Manjeri,Kerala,India,11.1197,76.131
K?z?lp?nar,Tekirda?,Turkey,41.2667,27.9667
Sidhi,Madhya Pradesh,India,24.42,81.88
Chenab Nagar,Punjab,Pakistan,31.7528,72.9222
Dayin,Hebei,China,38.9358,115.7102
Nihonmatsu,Fukushima,Japan,37.5849,140.4312
Trento,Agusan del Sur,Philippines,8.0459,126.0614
Cava de’ Tirreni,Campania,Italy,40.7,14.7
Jalapa,Nueva Segovia,Nicaragua,13.9222,-86.1253
Montesilvano,Abruzzo,Italy,42.5142,14.1494
Tapas,Capiz,Philippines,11.2622,122.5369
Mbulungu,Kasaï Central,Congo (Kinshasa),-6.0667,21.9
Umm Qur?n,Ar Rayy?n,Qatar,25.25,51.3732
Nordhorn,Lower Saxony,Germany,52.4319,7.0678
São José do Rio Pardo,São Paulo,Brazil,-21.5958,-46.8889
Shidong,Guangdong,China,23.6193,112.0701
Kotka,Kymenlaakso,Finland,60.4667,26.9417
?abb?shahr,Tehr?n,Iran,35.5833,51.1167
Cornillon,Ouest,Haiti,18.6667,-71.95
Qingan,Heilongjiang,China,46.8719,127.5118
Jav?nr?d,Kerm?nsh?h,Iran,34.8067,46.4886
Palmaner,Andhra Pradesh,India,13.2007,78.7468
Huixtla,Chiapas,Mexico,15.1,-92.5333
Chaozhou,Pingtung,Taiwan,22.55,120.5333
P?rvatipuram,Andhra Pradesh,India,18.78,83.425
Minalabac,Camarines Sur,Philippines,13.57,123.1844
Tlacotepec,Puebla,Mexico,18.6882,-97.6489
Pope?ti-Leordeni,Ilfov,Romania,44.38,26.17
Sado,Niigata,Japan,38.0183,138.3683
Siena,Tuscany,Italy,43.3183,11.3314
El Rama,Costa Caribe Sur,Nicaragua,12.1617,-84.2194
Piekary ?l?skie,?l?skie,Poland,50.3833,18.95
Jalor,R?jasth?n,India,25.35,72.6167
K?liy?ganj,West Bengal,India,25.63,88.32
Hany?,Saitama,Japan,36.1726,139.5485
Cachoeiras de Macacu,Rio de Janeiro,Brazil,-22.4628,-42.6528
Bandar-e Torkaman,Golest?n,Iran,36.9017,54.0708
Tarma,Junín,Peru,-11.4186,-75.6908
Yucaipa,California,United States,34.0336,-117.0429
Bristol,Pennsylvania,United States,40.1216,-74.8667
Zarafshon Shahri,Navoiy,Uzbekistan,41.6081,64.2264
Xingcheng,Hebei,China,40.1399,118.303
Valle del Guamuez,Putumayo,Colombia,0.4253,-76.9053
Vik?r?b?d,Andhra Pradesh,India,17.33,77.9
Ruteng,Nusa Tenggara Timur,Indonesia,-8.6127,120.463
Manglaur,Uttar?khand,India,29.8,77.87
Hashtpar,G?l?n,Iran,37.8008,48.9036
Ankadinondry-Sakay,Antananarivo,Madagascar,-19,46.4639
Daudnagar,Bih?r,India,25.03,84.4
Rotorua,Bay of Plenty,New Zealand,-38.1378,176.2514
Ixhuatlán de Madero,Veracruz,Mexico,20.6833,-98.0167
Narva,Narva,Estonia,59.3758,28.1961
Peabody,Massachusetts,United States,42.5335,-70.9725
Barra,Bahia,Brazil,-11.0889,-43.1419
Tokmok,Chüy,Kyrgyzstan,42.8333,75.2833
Mans?la,Andhra Pradesh,India,15.9417,77.4281
Bir Ali Ben Khalifa,Sfax,Tunisia,34.7339,10.1
Ban Om Noi,Samut Sakhon,Thailand,13.7001,100.3241
Zhigulevsk,Samarskaya Oblast’,Russia,53.3997,49.4953
Umred,Mah?r?shtra,India,20.85,79.33
Titay,Zamboanga Sibugay,Philippines,7.8703,122.5594
Southaven,Mississippi,United States,34.9514,-89.9786
Apopka,Florida,United States,28.7015,-81.5316
Tagkawayan,Quezon,Philippines,13.9667,122.5333
Chèddra,Barh-El-Gazel,Chad,13.4428,16.0508
Acará,Pará,Brazil,-1.9608,-48.1969
Bad?ria,West Bengal,India,22.74,88.79
Juanjuí,San Martín,Peru,-7.1802,-76.7265
Avellino,Campania,Italy,40.9167,14.7889
Sult?nganj,Bih?r,India,25.246,86.738
Dholka,Gujar?t,India,22.72,72.47
Go?lp?ra,Assam,India,26.17,90.62
Cuenca,Castille-La Mancha,Spain,40.0667,-2.15
Puerto Libertador,Córdoba,Colombia,7.9067,-75.6733
Horizon West,Florida,United States,28.4417,-81.6146
Cabagan,Isabela,Philippines,17.4333,121.7667
Millcreek,Pennsylvania,United States,42.0859,-80.1194
Gh?riy?n,Her?t,Afghanistan,34.34,61.47
Chilibre,Panamá,Panama,9.15,-79.62
New Plymouth,Taranaki,New Zealand,-39.0578,174.0742
Patancheruvu,Andhra Pradesh,India,17.5333,78.2645
Chystiakove,Donetska Oblast,Ukraine,48.0219,38.6264
Ashta,Madhya Pradesh,India,23.0175,76.7221
Tuni,Andhra Pradesh,India,17.35,82.55
Severn,Maryland,United States,39.1355,-76.6956
Liski,Voronezhskaya Oblast’,Russia,50.9667,39.5167
Neustadt,Rhineland-Palatinate,Germany,49.35,8.15
Markala,Ségou,Mali,13.6739,-6.075
Três Pontas,Minas Gerais,Brazil,-21.3669,-45.5128
An Nim??,‘As?r,Saudi Arabia,19.12,42.13
Jaggayyapeta,Andhra Pradesh,India,16.892,80.0976
Chen?r?n,Khor?s?n-e Ra?av?,Iran,36.6456,59.1211
Svobodnyy,Amurskaya Oblast’,Russia,51.4,128.1
Salo,Varsinais-Suomi,Finland,60.3861,23.125
Impasugong,Bukidnon,Philippines,8.3028,125.0014
A Yun Pa,Gia Lai,Vietnam,13.3939,108.4408
Bacaadweyn,Mudug,Somalia,7.1917,47.5258
Santo Domingo,Villa Clara,Cuba,22.5833,-80.2383
Colton,California,United States,34.0538,-117.3255
B?j?r,Kordest?n,Iran,35.8729,47.5993
Kentwood,Michigan,United States,42.8852,-85.5926
Magpet,Cotabato,Philippines,7.1167,125.1167
Kitaotao,Bukidnon,Philippines,7.6406,125.0086
Passau,Bavaria,Germany,48.5744,13.4647
Zongo,Sud-Ubangi,Congo (Kinshasa),4.3433,18.5928
São Francisco do Sul,Santa Catarina,Brazil,-26.2428,-48.6378
São Francisco,Minas Gerais,Brazil,-15.9489,-44.8639
Hamada,Shimane,Japan,34.9,132.0833
Zaragoza,Nueva Ecija,Philippines,15.4492,120.7933
Sibonga,Cebu,Philippines,10.0333,123.5667
Pasacao,Camarines Sur,Philippines,13.5103,123.0419
Minnetonka,Minnesota,United States,44.9322,-93.4598
Kongoussi,Centre-Nord,Burkina Faso,13.3333,-1.5333
Ajuy,Iloilo,Philippines,11.1725,123.0196
Wheaton,Illinois,United States,41.8561,-88.1085
Huesca,Aragon,Spain,42.1333,-0.4167
Cangola,Uíge,Angola,-7.9667,15.8667
Port Shepstone,KwaZulu-Natal,South Africa,-30.75,30.45
Devakottai,Tamil N?du,India,9.9976,78.6862
Elda,Valencia,Spain,38.4789,-0.7967
Marco de Canavezes,Porto,Portugal,41.1833,-8.15
Dauis,Bohol,Philippines,9.625,123.865
Tilhar,Uttar Pradesh,India,27.98,79.73
Krasnokamsk,Permskiy Kray,Russia,58.0833,55.6833
Upata,Bolívar,Venezuela,8.0204,-62.41
Colmenar Viejo,Madrid,Spain,40.6589,-3.7658
Al Maj?ridah,‘As?r,Saudi Arabia,19.1167,41.9167
Wetzlar,Hesse,Germany,50.5667,8.5
Guiuan,Eastern Samar,Philippines,11.03,125.73
Velletri,Lazio,Italy,41.6667,12.7833
Enerhodar,Zaporizka Oblast,Ukraine,47.4989,34.6558
Frechen,North Rhine-Westphalia,Germany,50.9167,6.8167
Sh?hpur,Karn?taka,India,16.7,76.83
Zhangjiazhuang,Hebei,China,38.1753,114.7395
Cambundi Catembo,Malanje,Angola,-10.0756,17.5569
Encarnación de Díaz,Jalisco,Mexico,21.5167,-102.2333
West Sacramento,California,United States,38.5557,-121.5505
Anzio,Lazio,Italy,41.4472,12.6283
Naka,Ibaraki,Japan,36.4574,140.4868
Acireale,Sicilia,Italy,37.6167,15.1667
Dongshan,Yilan,Taiwan,24.6319,121.7539
Lakhminia,Bih?r,India,25.4126,86.3253
Morondava,Toliara,Madagascar,-20.2847,44.3175
Lucban,Quezon,Philippines,14.1133,121.5569
Porto Feliz,São Paulo,Brazil,-23.215,-47.5239
Frutal,Minas Gerais,Brazil,-20.025,-48.9408
Casa Grande,Arizona,United States,32.9069,-111.7624
Thérmi,Kentrikí Makedonía,Greece,40.55,23.0167
Gudermes,Chechnya,Russia,43.35,46.1
Guernica,Buenos Aires,Argentina,-34.9167,-58.3833
Pirapora,Minas Gerais,Brazil,-17.3478,-44.9436
San Manuel,Cortés,Honduras,15.3333,-87.9167
Rumia,Pomorskie,Poland,54.5667,18.4
Yangmei,Guangdong,China,22.8728,112.7802
Dangila,?mara,Ethiopia,11.2667,36.8333
Mutsu,Aomori,Japan,41.2928,141.1836
Barbosa,Antioquia,Colombia,6.439,-75.333
Xincheng,Shanxi,China,39.9883,112.4673
Normal,Illinois,United States,40.5217,-88.9884
Olímpia,São Paulo,Brazil,-20.7369,-48.915
Santo Estêvão,Bahia,Brazil,-12.43,-39.2508
Pryluky,Chernihivska Oblast,Ukraine,50.6,32.4
Putt?r,Karn?taka,India,12.7648,75.1842
Barobo,Surigao del Sur,Philippines,8.5292,126.1217
Molave,Zamboanga del Sur,Philippines,8.0933,123.485
Vertientes,Camagüey,Cuba,21.2569,-78.1492
Yaozhuangcun,Zhejiang,China,30.9113,120.9573
Capivari,São Paulo,Brazil,-22.995,-47.5078
